trId,trTid,trSid,trType,trTone,trText,trFlag
3369,838,103441,1,5,"Loving the Heavenly King more than an earthly one,| you appeared as a fiery servant of the Holy Trinity, |keeping the instructions of Saint John of Kronstadt in your heart, | you received manifold gifts from God for the benefit of the people of God, |and you were vouchsafed to suffer,| even unto the shedding of your blood. O Hieromartyr Seraphim, | entreat Christ God that our souls may be saved.",0
3370,838,103449,1,4,"By sharing in the ways of the Apostles,|you became a successor to their throne.|Through the practice of virtue, you found the way to divine contemplation, O inspired one of God;|by teaching the word of truth without error, you defended the Faith,|even to the shedding of your blood.|Hieromartyr Abibus, entreat Christ God to save our souls.",0
3371,838,103469,1,4,"By sharing in the ways of the Apostles, | you became a successor to their throne.|Through the practice of virtue, you found the way to divine contemplation, O divinely-inspired one; by rightly dividing the word of truth without error, you defended the Faith, |even to the shedding of your blood.| O Hieromartyr Theodore,  entreat Christ God to save our souls.",0
3372,838,103528,1,4,"By sharing in the ways of the Apostles,|you became a successor to their throne.|Through the practice of virtue, you found the way to divine contemplation, O inspired one of God;|by teaching the word of truth without error, you defended the Faith,|even to the shedding of your blood.|Hieromartyr Alexander, entreat Christ God to save our souls.",0
3373,838,103582,1,4,"By sharing in the ways of the Apostles,|you became a successor to their throne.|Through the practice of virtue, you found the way to divine contemplation, O inspired one of God;|by teaching the word of truth without error, you defended the Faith,|even to the shedding of your blood.|Hieromartyr Thaddeus, entreat Christ God to save our souls.",0
3374,838,103649,1,4,"By sharing in the ways of the Apostles,|you became a successor to their throne.|Through the practice of virtue, you found the way to divine contemplation, O inspired one of God;|by teaching the word of truth without error, you defended the Faith,|even to the shedding of your blood.|Hieromartyr Euthymius, entreat Christ God to save our souls.",0
3375,838,103653,1,4,"By sharing in the ways of the Apostles,|you became a successor to their throne.|Through the practice of virtue, you found the way to divine contemplation, O inspired one of God;|by teaching the word of truth without error, you defended the Faith,|even to the shedding of your blood.|Hieromartyr Constantine, entreat Christ God to save our souls.",0
3377,838,100475,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3379,838,100819,2,8,"<em>(Podoben: &ldquo;As the first fruits...&rdquo;)</em><br> The Church glorifies you as teachers of virtue and adornments of hierarchs, |singing: &ldquo;By your intercessions for those who lovingly honor you,| grant progress in virtue, and deliverance from temptations.&rdquo;",0
3380,838,100959,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3381,838,101036,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3382,838,101169,2,4,"<em>(Podoben: &ldquo;You were lifted up...&rdquo;)</em><br>
As one who lived piously among Hierarchs and who underwent martyrdom, O divinely-wise one, |you abolished the sacrifices of idolatry and showed yourself to be a protector of your flock. |Therefore, we cry fervently to you: |&ldquo;By your intercessions, deliver us from all misfortunes, |O Theodore our Father.&rdquo;",0
3386,838,102138,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3387,838,102148,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3388,838,102157,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3389,838,102209,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3390,838,102329,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3391,838,102282,1,4,"By sharing in the ways of the Apostles,|you became a successor to their throne.|Through the practice of virtue, you found the way to divine contemplation, O inspired one of God;|by teaching the word of truth without error, you defended the Faith,|even to the shedding of your blood.|Hieromartyr Alexander, entreat Christ God to save our souls.",0
3392,838,102299,1,4,"By sharing in the ways of the Apostles,|you became a successor to their throne.|Through the practice of virtue, you found the way to divine contemplation, O inspired one of God;|by teaching the word of truth without error, you defended the Faith,|even to the shedding of your blood.|Hieromartyr Marcellus, entreat Christ God to save our souls.",0
3393,838,108991,1,4,"By sharing in the ways of the Apostles,|you became a successor to their throne.|Through the practice of virtue, you found the way to divine contemplation, O inspired one of God;|by teaching the word of truth without error, you defended the Faith,|even to the shedding of your blood.|Hieromartyr Νikόdēmos, entreat Christ God to save our souls.",0
3394,838,102351,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3395,838,102370,1,4,"HIEROMARTYR ATHANASIOS<br><br>
By sharing in the ways of the Apostles, | you became a successor to their throne.| Through the practice of virtue, you found the way to divine contemplation, O divinely-inspired one; by rightly dividing the word of truth without error, you defended the Faith,| even to the shedding of your blood. |O Hieromartyr Athanasios, entreat Christ God to save our souls.",0
3396,838,102405,1,4,"By sharing in the ways of the Apostles,|you became a successor to their throne.|Through the practice of virtue, you found the way to divine contemplation, O inspired one of God;|by teaching the word of truth without error, you defended the Faith,|even to the shedding of your blood.|Hieromartyr Kuksha, entreat Christ God to save our souls.",0
3397,1151,102405,1,8,"By a flood of tears you made the desert fertile,|and your longing for God brought forth fruits in abundance.|By the radiance of miracles you illumined the whole universe!|O our holy father Pimen, pray to Christ our God to save our souls!",0
3399,280,102835,1,4,"<em>(Podoben: &ldquo;Joseph was amazed...&rdquo;)</em><br>
Your lamb Justina calls out to You, O Jesus, in a loud voice:|&quot;I love You, my Bridegroom, and in seeking You I endure suffering.|In baptism I was crucified so that I might reign in You,|and I died so that I might live with You.|Accept me as a pure sacrifice,|for I have offered myself in love.&quot;|Through her prayers save our souls, since You are merciful.",0
3400,838,102915,1,4,"By sharing in the ways of the Apostles,|you became a successor to their throne.|Through the practice of virtue, you found the way to divine contemplation, O inspired one of God;|by teaching the word of truth without error, you defended the Faith,|even to the shedding of your blood.|Hieromartyr Dionysius, entreat Christ God to save our souls.",0
3401,838,103003,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3402,838,103031,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3403,838,103137,2,8,"<em>(Podoben: &ldquo;As the first fruits...&rdquo;)</em><br> The Church glorifies you as teachers of virtue and adornments of hierarchs, |singing: &ldquo;By your intercessions for those who lovingly honor you,| grant progress in virtue, and deliverance from temptations.&rdquo;",0
3404,838,103137,1,4,"O God of our Fathers, | always act with kindness towards us; |take not Your mercy from us, | but guide our lives in peace | through the prayers our holy fathers John and Jacob.",0
3405,838,103172,2,8,"<em>(Podoben: &ldquo;As the first fruits...&rdquo;)</em><br> The Church glorifies you as teachers of virtue and adornments of hierarchs, |singing: &ldquo;By your intercessions for those who lovingly honor you,| grant progress in virtue, and deliverance from temptations.&rdquo;",0
3406,838,103272,2,8,"<em>(Podoben: &ldquo;As the first fruits...&rdquo;)</em><br> The Church glorifies you as teachers of virtue and adornments of hierarchs, |singing: &ldquo;By your intercessions for those who lovingly honor you,| grant progress in virtue, and deliverance from temptations.&rdquo;",0
3407,838,103347,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3408,838,100019,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3409,838,100123,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3410,838,109034,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3411,838,100320,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3412,838,148983,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3413,838,100459,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3414,280,100497,1,4,"<em>(Podoben: &ldquo;Joseph was amazed...&rdquo;)</em><br>
Your lambs Ennatha, Valentina and Paula call out to You, O Jesus, in a loud voice:|&quot;I love You, my Bridegroom, and in seeking You I endure suffering.|In baptism I was crucified so that I might reign in You,|and I died so that I might live with You.|Accept me as a pure sacrifice,|for I have offered myself in love.&quot;|Through their prayers save our souls, since You are merciful.",0
3415,838,100522,1,4,"Your holy martyrs, O Lord, |through their sufferings have received incorruptible crowns from You, our God; |for possessing Your strength, they laid low the tyrants, and shattered the powerless boldness of demons. | By their supplications, O Christ God, save our souls.",0
3416,838,100546,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3417,838,100560,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3418,838,100580,1,1,"We beseech You, O Lord, for the sake of the sufferings of Your Saints, |which they endured for Your sake, |show compassion unto us, and heal all our infirmities, |O Lover of mankind.",0
5106,838,100580,1,1,"<em>(Podoben: &ldquo;You sought the heights...&rdquo;)</em><br>
O divine Martyrs, you appeared as bright lamps, |enlightening all of creation with the radiance of your miracles, |always entreating Christ God on behalf of us all, |thereby releasing us from our maladies,| and ever driving away the most profound darkness of ignorance.",0
3419,838,100627,1,4,"<em>(Podoben: &ldquo;Be quick to anticipate...&rdquo;)</em><br>
Your Martyrs, O Lord, | through their contests have received incorruptible crowns from You, our God; | for possessing Your strength, they laid the tyrants low, | and shattered the powerless boldness of demons. | By their supplications, O Christ God, save our souls.",0
3420,838,100630,1,4,"Your holy martyrs Marcellus and Anthony, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3421,838,109065,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3422,838,100639,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3423,838,100654,1,4,"Your holy martyrs Paul and Juliana, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3424,26,100681,1,4,"O God of our Fathers,|always act with kindness towards us;|take not Your mercy from us,|but guide our lives in peace|through the prayers of Saints Conon and Conon.",0
3425,838,100794,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3426,838,100826,1,4,"Your holy martyrs Trophimus and Eucarpus, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3427,838,100849,1,1,"As rational sheep of Christ, the Lamb and Shepherd, you suffered martyrdom, |and completing your course, you preserved the Faith; |therefore, O Virgin Martyrs, worthy of praise, |we honor your holy memory today with joyous hearts, magnifying Christ.",0
3428,280,205347,1,4,"Your lambs Kalliniki and Basilissa call out to You, O Jesus, in a loud voice:|&quot;I love You, my Bridegroom, and in seeking You I endure suffering.|In baptism I was crucified so that I might reign in You,|and I died so that I might live with You.|Accept me as a pure sacrifice,|for I have offered myself in love.&quot;|Through their prayers save our souls, since You are merciful.",0
3429,838,100888,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3430,838,100914,1,4,"Your holy martyrs Manuel and Theodosius, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3431,838,100968,1,4,"Your holy martyrs Gerontius and Basilides, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3432,838,100972,1,4,"Your holy martyrs Amphianus and Edesius, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3433,838,100979,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3434,838,101011,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3435,838,101012,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3436,838,101019,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3437,838,108897,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3438,838,101055,1,4,"Your holy martyrs Processus and Martinian, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3439,26,101064,1,4,"O God of our Fathers,|always act with kindness towards us;|take not Your mercy from us,|but guide our lives in peace|through the prayers of the holy fathers Menas, David, and John.",0
3440,838,103836,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3441,838,101080,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3442,838,101086,1,1,"As rational sheep of Christ, the Lamb and Shepherd, you suffered martyrdom,| and completing your course, you have preserved the Faith; |therefore, O Anastasίa and Basilίssa, worthy of praise, |we celebrate your holy memory today with joyous hearts, magnifying Christ.",0
3443,838,101109,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3444,838,101147,1,4,"Your holy martyrs Christopher, Theonas, and Anthony, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3445,838,500,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3446,838,101194,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3447,838,101193,1,4,"Your holy martyrs Valentine and Pasikrates, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3448,838,101186,1,4,"Your holy martyrs Anatolius and Protoleon, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3449,838,101174,1,4,"Your holy martyrs Isaac, Apollos, and Quadratus, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3450,838,101218,1,4,"Your holy martyrs Dada, Maximus, and Quinctilian, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3451,26,101243,1,4,"O God of our Fathers,|always act with kindness towards us;|take not Your mercy from us,|but guide our lives in peace|through the prayers of Saints Diodorus and Rhodopianus.",0
3452,838,205301,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3453,512,100128,1,4,"Your lambs Olympia and Euphrosynē, O Jesus,|call out to You in a loud voice:|I love You, O my bridegroom,|and in seeking You, I endure suffering.|In Baptism I was crucified so that I might reign in You,|and died so that I might live with You.|Accept me as a pure sacrifice,|for I have offered myself in love.|By their prayers save our souls, since You are merciful.",0
3454,838,101339,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3455,838,205449,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3456,838,101398,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3457,838,101403,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3458,838,101408,1,4,"Your holy martyrs Solochon, Pamphamer, and Pamphalon, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3459,838,101426,1,4,"Your holy martyrs Simeon, Isaac, and Bachtisius, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3460,838,101429,1,4,"Your holy martyrs Heraclius, Paulinus, and Benedimus, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3461,838,101433,1,4,"Your holy martyrs David and Tarichan, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3462,838,101539,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3463,838,103851,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3464,838,101603,1,4,"Your holy martyrs Frontasius, Severinus, Severian, and Silanus, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3465,838,101616,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3466,838,149036,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3467,2363,101636,1,1,"As reasonable lambs, you were guided by Christ, the Chief Shepherd,|along the path of martyrdom.|You finished your course and kept the faith;|therefore, honored Archelais, Thekla, and Susanna,|with joyful hearts, we magnify Christ today, as we honor your holy memory!",0
3468,2363,101673,1,1,"As reasonable lambs, you were guided by Christ, the Chief Shepherd,|along the path of martyrdom.|You finished your course and kept the faith;|therefore, honored Thecla, Mariamne, Martha, Mary, and Ennatha,|with joyful hearts, we magnify Christ today, as we honor your holy memory!",0
3469,838,101729,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3470,838,101741,1,4,"Your holy martyrs Tigrius and Eutropius, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3471,838,101762,1,4,"Your holy martyrs Inna, Pinna, and Rimma, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3472,838,101765,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3473,838,101780,1,4,"Your holy martyrs Zeno and Zenas, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3474,838,101782,1,4,"Your holy martyrs Galacteon, Juliana, and Saturninus, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3475,838,101791,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3476,838,101888,1,4,"Your holy martyrs Mark and Mocius, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3477,838,101953,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3478,26,101960,1,4,"O God of our Fathers,|always act with kindness towards us;|take not Your mercy from us,|but guide our lives in peace|through the prayers of the Martyrs Epictetus and Astion.",0
3479,838,101972,1,4,"Your holy martyrs Patermuthius, Coprius, and Alexander, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3480,838,101997,1,4,"Your holy martyrs Bianor and Silvanus, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3481,838,102009,1,4,"Your holy martyrs Theodore and John, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3482,838,102035,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3483,838,102234,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3484,838,109005,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3485,26,102265,1,4,"O God of our Fathers,|always act with kindness towards us;|take not Your mercy from us,|but guide our lives in peace|through the prayers of the martyrs Basil and Theodore.",0
3486,838,108996,1,4,"Your holy martyrs Pamphilus and Capiton, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3487,838,102311,1,4,"Your holy martyrs Paul and Juliana, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3488,838,102313,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3489,838,102465,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3490,838,102317,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
5224,1989,102326,1,4,"<em>(Podoben: &ldquo;Be quick to anticipate...&rdquo;)</em><br>
Your Holy Martyrs, O Lord, | through their contests have received incorruptible crowns from You, our God; |for possessing Your strength, they laid low the tyrants, | and shattered the powerless boldness of demons. |By their supplications, O Christ God, save our souls.",0
3492,838,102343,1,4,"Your holy martyrs Timothy, Agapius, and Thekla, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3493,838,108978,1,4,"Your holy martyrs Heliodorus and Dosa, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3494,838,102460,1,4,"Your holy martyrs Theodotus and Rufina, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3495,838,102495,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3496,838,102510,1,4,"Your holy martyrs Juventinus and Maximus, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3497,838,102512,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
3498,838,102524,1,4,"Your holy martyrs O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
