mnId,mnMonth,mnDay,mnSid,mnName,mnAlpha,mnFname,mnGender,mnDate,mnLoc,mnDisp,mnFlevel,mnFast,mnCollect,mnIndiv,mnIcon,mnFlag,mnSermonURL,mnSort
1980,6,13,101715,"Martyr Antonina of Nic&aelig;a",ANTONINA,Martyr Antonina of Nicea,"",284-305,Nicea,3rd-4th c.,0,0,1,1,june/0613antonina.jpg,0,,1000
1981,6,13,101716,"St. Anna and her son, St. John, of Constantinople",ANNA,"Saint Anna and her son, Saint John, of Constantinople","",826,Constantinople,9th c.,0,0,1,1,june/0613annajohn.jpg,0,,1000
1983,6,13,149022,Saint James the Ascetic,JAMES,"Venerable James, who was deceived and worshiped the Antichrist","","","","",0,0,0,1,"",0,,1000
1984,6,13,205375,"St. Antipater, Bishop of Bostra, Arabia",ANTIPATROS,"Saint Antipater, Bishop of Bostra, Arabia","","","Bostra, Arabia","",0,0,0,1,june/0613antipatros.jpg,0,,1000
1985,6,13,205381,"St. Anthimus, Bishop of Georgia",ANTHIMUS,"Saint Anthimus, Bishop of Georgia","",1716,Georgia,"",0,0,0,1,june/0626anthimoz-iveria.jpg,0,,1000
1986,6,14,101718,Prophet Elisha,ELISHA,Prophet Elisha,"",9th century B.C.,"","",0,0,1,1,june/0614elisha.jpg,0,,1000
1987,6,14,101719,"St. Methodius, Patriarch of Constantinople",METHODIUS,"Saint Methodius, Patriarch of Constantinople","",847,Constantinople,"",0,0,1,1,june/0614methodiusconstantinople.jpg,0,,1000
1988,6,14,101720,"St. Mstislav (George), Prince of Novgorod","MSTISLAV, GEORGE","Saint Mstislav (George), Prince of Novgorod","",1180,Novgorod,"",0,0,1,1,june/0614mstislav0012.jpg,0,,1000
1989,6,14,101721,"Ven. Methodius &ldquo;Peshnosha&rdquo;",METHODIUS,"Venerable Methodius, Abbot of Peshnosha","",1392,Peshnosha,"",0,0,1,1,june/0614methodiuspeshnoski.jpg,0,,1000
1990,6,14,101722,Ven. Elisha of Sumsk,ELISHA,"Venerable Elisha of Suma, Solovki",m,15th-16th century,"Solovki, Sumsk","Solov&eacute;tsky Monastery&mdash;15th-16th c.",0,0,1,1,june/0614elisha-sumski.jpg,0,,1000
1991,6,14,101723,Ven. Niphon,NIPHON,Venerable Niphon of Mount Athos,m,1330,Mt. Athos,"Mt. Athos&mdash;1330",0,0,1,1,june/0614nephon.jpg,0,,1000
1992,6,14,103750,Synaxis of the Saints of Belarus,SYNAXIS,Synaxis of the Saints of Belarus,"","","Belarus, Minsk, Polotsk, Mogilev, Vitebsk,","",0,0,0,1,june/0614belorussaints.jpg,0,,1000
1993,6,15,101724,Prophet Amos,AMOS,Prophet Amos,"",8th century B.C.,"","",0,0,1,1,june/0615amos-prophet0010.jpg,0,,1000
1994,6,15,101725,"St. Jonah, Metropolitan of Moscow",JONAH,"Saint Jonah, Metropolitan of Moscow","",1461,"Moscow, Russia","",0,0,1,1,june/0615.jonahmoscow.jpg,0,,1000
1996,6,15,101727,Venerable Cassian,CASSIAN,"Venerable Cassian and Gregory, Abbots of Avnezh, Vologda",m,1392,"Vologda, Avnezh","",0,0,0,1,june/0615gregory-cassian avnezhski.jpg,0,,1000
1998,6,15,101729,"Martyrs Modestus, Crescentia, and Vitus,  at Lucania",CRESCENTIA,"Martyrs Modestus, Crescentia, and Vitus,  at Lucania","",ca. 303,Lucania,"",0,0,1,1,june/0615modestcrescentia.jpg,0,,1000
1999,6,15,101730,Martyr Dulas of Cilicia,DOULAS,Martyr Doulas of Cilicia,"",305-313,Cilicia,4th c.,0,0,1,1,june/0615dulasvenmartyr.jpg,0,,1000
2000,6,15,101731,"St. Dulas, Passionbearer of Egypt",DOULAS,"Saint Doulas, Passion-Bearer of Egypt",m,"",Egypt,"",0,0,1,1,june/0615dulasmartyr.jpg,0,,1000
2001,6,15,101732,St. Jerome (Hieronymus) of Stridon,JEROME,Saint Jerome (Hieronymus) of Stridon,"",420,Stridon,"",0,0,1,1,june/0615jerome.jpg,0,,1000
2002,6,15,101733,Translation of the Relics of St. Theodore the Sykeote,THEODORE,Translation of the relics of Saint Theodore the Sykeote,"",ca. 9th century,"Sykeon, Galatea","",0,0,1,1,june/0615theodoresykeote2.jpg,0,,1000
2003,6,15,101734,"Rt. Blv. Lazarus, Prince of Serbia",LAZARUS,Right-believing Prince Lazarus the Great Martyr of Serbia,"",1389,Serbia,"",0,0,1,1,june/0615lazarus.serbia.jpg,0,,1000
2004,6,15,101735,"St. Ephraim, Patriarch of Serbia",EPHRAIM,"Saint Ephraim the Bulgarian, Patriarch of Serbia",m,1399,Serbia,14th c.,0,0,1,1,"",0,,1000
2005,6,15,101736,"Bl. Augustine, Bishop of Hippo",AUGUSTINE,"Blessed Augustine, Bishop of Hippo",m,430,Hippo,"",0,0,1,1,june/0615augustine.jpg,0,,1000
2006,6,15,101737,"&ldquo;Marianica&rdquo; Icon of the Mother of God",ICON,"&ldquo;Marianica&rdquo; Icon of the Mother of God","","","","",0,0,1,1,"",0,,1000
2007,6,15,103805,St Michael,MICHAEL,"Saint Michael, first Metropolitan of Kiev","",992,"Kiev, Ukraine","",0,0,0,1,june/0615michael-kiev0012.jpg,0,,1000
2008,6,16,101738,"St. Tychon (Tikhon, Tycho), Bishop of Amathus in Cyprus",TIKHON,"Saint Tikhon, Bishop of Amathus in Cyprus",m,425,"Cyprus, Amathus",4th-5th c.,0,0,1,1,june/0616tikhonamathus.jpg,0,,1000
2009,6,16,101739,Ven Tikhon of Kaluga,TIKHON,Venerable Tikhon of Kaluga Or Medin,m,1492,"Medin, Kaluga","or Medin&mdash;1492",0,0,1,1,june/0616tikhonkaluga.jpg,0,,1000
2010,6,16,101740,Ven. Tikhon of Lukhovsk,TIKHON,"Venerable Tikhon of Luchov, Kostroma",m,1503,"Kostroma, Luchov","Kostrom&aacute;&mdash;1503",0,0,1,1,june/0616tikhonlukhov.jpg,0,,1000
2011,6,16,101741,"Martyrs Tigrius the Presbyter and Eutropius the Reader, of Constantinople",TIGRIUS,"Martyrs Tigrius the Presbyter and Eutropius the Reader, of Constantinople","",ca. 404,Constantinople,5th c.,0,0,1,1,june/0616tigrius.jpg,0,,1000
2013,6,16,103859,St Kaikhosro,KAIKHOSRO,Saint Kaikhosro the Georgian,"",1612,Georgia,"",0,0,0,1,june/0616kaikhosro-qartveli.jpg,0,,1000
2014,6,16,149000,Venerable Moses,MOSES,Venerable Moses of Optina,m,1862,Optina,"",0,0,0,1,june/0616mosesofoptina.jpg,0,,1000
2015,6,17,101743,"Martyrs Manuel, Sabel, and Ismael, of Persia",MANUEL,"Martyrs Manuel, Sabel, and Ismael, of Persia","",362,Persia,"",0,0,1,1,"",0,,1000
2018,6,17,103751,Martyr Nectan,NECTAN,Martyr Nectan of Hartland,"",6th century,"Hartland, Devon","",0,0,0,1,june/0617nectan-of-hartland.jpg,0,,1000
2019,6,17,103860,St Shalva,SHALVA,Saint Shalva of Akhaltsikhe,"",1227,Georgia,"",0,0,0,1,june/0617shalva-axalcixeli.jpg,0,,1000
2020,6,18,101746,"Martyr Leontius, and with him Martyrs Hypatius and Theodulus, at Tripoli in Syria",LEONTIUS,"Martyrs Leontius, Hypatius, and Theodulus at Tripoli in Syria","",70-79,"Syria, Tripoli","",0,0,1,1,june/0618leontius-hypatius-theodoulus.jpg,0,,1000
2023,6,18,101749,"Ven. Leonty, Canonarch, of the Kiev Caves",LEONTIUS,Venerable Leontius of the Kiev Far Caves,m,14th century,"Kiev Caves, Far Caves","Far Caves&mdash;14th c.",0,0,1,1,june/0618leonti-pecherski.jpg,0,,1000
2024,6,18,101750,Ven. Leonty the Hagiorite,LEONTIUS,Venerable Leontius the Hagiorite,m,1605,"","",0,0,1,1,"",0,,1000
2025,6,18,101751,"&ldquo;Bogolyubov&rdquo; Icon of the Mother of God",ICON,"&ldquo;Bogolyubov&rdquo; Icon of the Mother of God","",1157,"","",0,0,1,1,june/0618bogolioubskicong.jpg,0,,1000
2026,6,19,101752,"Holy Apostle Jude, the brother of the Lord",JUDE,Apostle Jude the Brother of the Lord,m,ca. 80,"","",1,0,1,1,june/0619jude.jpg,0,,1000
2027,6,19,101753,Ven. Barlaam of Shenkursk,BARLAAM,Venerable Barlaam of Shenkursk,m,1462,Shenkursk,"",0,0,1,1,june/0619barlaamshenkursk.jpg,0,,1000
2028,6,19,101754,Martyr Zosimas the soldier at Antioch in Pisidia,ZOSIMAS,"Martyr Zosimus the Soldier at Antioch, in Pisidia","",2nd century,"Pisidia, Antioch","",0,0,1,1,june/0619zosimas-apollonian.jpg,0,,1000
2029,6,19,101755,Ven. Paisius the Great,PAISIUS,Venerable Paisius the Great,m,5th century,"","",0,0,1,1,june/0619paisios-of-megas.jpg,0,,1000
2030,6,19,101756,St. John the Solitary of Jerusalem,JOHN,Saint John the Solitary of Jerusalem,"",6th century,Jerusalem,"",0,0,1,1,"",0,,1000
2031,6,19,101757,Ven. Paisius of Chilandari,PAISIUS,"Venerable Paisius of Hilandar, Bulgaria",m,18th century,"Bulgaria, Hilandar","Bulgarian&mdash;18th c.",0,0,1,1,june/0619paisius-hilandar0001.jpg,0,,1000
2032,6,19,101758,"Repose of St. Job, Patriarch of Moscow and all Rus",JOB,"Repose of Saint Job, Patriarch of Moscow and all Russia","",1607,"Moscow, Russia","",0,0,1,1,june/0619patriarchjobmoscow.jpg,0,,1000
2033,6,20,101759,"Hieromartyr Methodius, Bishop of Patar",METHODIUS,"Hieromartyr Methodius, Bishop of Patara","",312,Patara,"",0,0,1,1,june/0620methodius-callistus.jpg,0,,1000
2034,6,20,101760,Rt. Blv. Prince Gleb Andreevich,GLEB,"Blessed Prince Gleb Andreevich, son of Saint Andrew Bogoliubsky",m,1175,Russia,"son of St. Andrew Bogoliubsky&mdash;1174",0,0,1,1,june/0620gleb-vladimirski.jpg,0,,1000
2035,6,20,101761,"Translation of the Relics of St. Gurias, Archbishop of Kazan&rsquo;",GURIAS,"Translation of the relics of Saint Gurias, Archbishop of Kazan","",1630,Kazan,"",0,0,1,1,june/0620guriasofkazan.jpg,0,,1000
2036,6,20,101762,"Martyrs Inna, Pinna, and Rimma, disciples of Apostle Andrew in Scythia",INNA,"Martyrs Inna, Pinna, and Rimma, disciples of Apostle Andrew in Scythia","",1st-2nd century,Scythia,"",0,0,1,1,january/0120innapinnarimma.jpg,0,,1000
2039,6,20,101765,"Martyrs Aristocleus&mdash;Presbyter, Demetrian&mdash;Deacon, and Athanasius&mdash;Reader, of Cyprus",ARISTOCLES,"Martyrs Aristocles the Presbyter, Demetrian the Deacon, and Athanasius the Reader, of Cyprus","",ca. 306,"Scythia, Cyprus","",0,0,1,1,june/0623gaius-agrippina-aristoklius.jpg,0,,1000
2042,6,20,101768,"St. Leucius, Bishop of Brindisi",LEUCIUS,"Saint Leucius, Bishop of Brindisi","",5th century,Brindisi,"",0,0,1,1,"",0,,1000
2043,6,20,101769,"St. Callistus, Patriarch of Constantinople",CALLISTUS,"Saint Callistus, Patriarch of Constantinople","",1363,"Constantinople, Mt. Athos of Mt. Athos","",0,0,1,1,june/0620methodius-callistus.jpg,0,,1000
4459,6,11,100476,"Saint Luke, Archbishop of Simferopol",LUKE,"Saint Luke, Archbishop of Simferopol",m,1961,Simferopol,,0,1,1,1,june/0611lukesurgeon.jpg,0,,999
2045,6,20,101771,St Menas,MENAS,"Saint Menas, Bishop of Polotsk",m,1116,Polotsk,"",0,0,0,1,june/0620mina-bishop-polotski.jpg,0,,1000
2046,6,20,103753,Venerable Nicholas Cabasilas,NICHOLAS,Venerable Nicholas Cabasilas,"",1391,"Thessalonica, Greece","",0,0,0,1,"",0,,1000
2047,6,20,108013,St Nahum,NAHUM,"Saint Nahum of Ochrid, disciple of Saints Cyril and Methodius, Equals of the Apostles","",910,Bulgaria,"",0,0,0,1,june/0620naum-ochrid0005.jpg,0,,1000
2048,6,21,101772,Martyr Julian of Tarsus in Cilicia,JULIAN,"Martyr Julian of Tarsus, in Cilicia","",ca. 305,"Cilicia, Tarsus",3rd-4th c.,0,0,1,1,june/0621julian-tarsis.jpg,0,,1000
2049,6,21,101773,"Hieromartyr Terence (Tertius), Bishop of Iconium",TERENCE,"Hieromartyr Terence, Bishop of Iconium","",1st century,Iconium,"",0,0,1,1,june/0621terence-bishop.jpg,0,,1000
2050,6,21,101774,"St. Julius, Presbyter of Novara, and his brother, St. Julian the Deacon",JULIUS,"Saint Julius, Presbyter of Novara, and his brother, Saint Julian the Deacon","",5th century,Novara,"",0,0,1,1,june/0621julius-novara.jpg,0,,1000
2052,6,21,101776,"Martyrs Archil II (744) and Luarsab II (1622), Kings of Georgia",ARCHIL,"Martyr Archil II, King of Georgia","",744,Georgia,*,0,0,1,1,june/0621archil-king-martyr-georgia.jpg,0,,1000
2053,6,21,101777,Martyr Luarsab,LUARSAB,"Martyr Luarsab II, King of Georgia","",1622,Georgia,"",0,0,0,1,june/0621luarsab-martyr0020.jpg,0,,1000
2054,6,21,108050,Venerable Anastasia,ANASTASIA,Venerable Anastasia of Serbia,f,1200,Serbia,"",0,0,0,1,june/0622anastasia.serbia.jpg,0,,1000
2055,6,21,205376,New Martyr Nikḗtas,NIKETAS,New Martyr Nikḗtas of Nisyros near Rhodes,"","","Nisyros, Rhodes","",0,0,0,1,june/0621nikitas-newmartyr.jpg,0,,1000
2056,7,4,101212,Finding of the relics of the Venerable Maximus,MAXIMUS,"Finding of the relics of Venerable Maximus the Greek  (July 4, 1996)",m,1996,"","",0,0,0,1,july/0704bmaximusgk.jpg,0,,1000
2057,6,22,101779,"Hieromartyr Eusebius, Bishop of Samosata",EUSEBIUS,"Hieromartyr Eusebius, Bishop of Samosata","",380,Samosata,"",0,0,1,1,june/0622zenon-eusebius-zinas.jpg,0,,1000
2058,6,22,101780,"Martyrs Zeno and his servant, Zenas, of Philadelphia",ZENO,"Martyrs Zeno and his servant, Zenas, of Philadelphia","",304,Philadelphia,"",0,0,1,1,june/0622zenon-eusebius-zinas.jpg,0,,1000
2060,6,22,101782,"Martyrs Galacteon, Juliana, and Saturninus, of Constantinople",GALACTEON,"Martyrs Galacteon, Juliana, and Saturninus, of Constantinople","","",Constantinople,"",0,0,1,1,"",0,,1000
4356,5,31,100472,"Metropolitan Philotheos of Tobolsk, the Enlightener of Siberia",PHILOTHEOS,"Metropolitan Philotheos of Tobolsk, Enlightener of Siberia",m,1727,Siberia,"",0,0,1,1,"",0,,1000
2063,6,22,101785,"St. Alban, Protomartyr of Britain",ALBAN,"Saint Alban, Protomartyr of Britain","",ca. 287,Britain,"",0,0,1,1,june/0622alban.jpg,0,,1000
2064,6,22,101786,Hieromartyr Nikḗtas of Remesiana,NIKETAS,Hieromartyr Nikḗtas of Remesiana,"",414-420,Remesiana,"",0,0,1,1,june/0622nicetas-remesiana.jpg,0,,1000
2065,6,22,101787,Martyr Nikḗtas the Dacian,NIKETAS,Martyr Nikḗtas the Dacian,"",370-372,Dacia,"",0,0,1,1,"",0,,1000
2066,6,22,149028,"St. Grigorie Dascalu, Metropolitan of Wallachia",GREGORY,"Saint Gregory, Metropolitan of Wallachia",m,18th century,"Wallachia, Romania",Romania,0,0,1,1,"",0,,1000
4337,6,15,105911,St. Theophanes of the Roslavl Forests,THEOPHANES,Saint Theophanes of the Roslavl Forests,m,1819,Roslavl,"Russia&mdash;1819",0,-1,1,1,"",0,,1000
2068,6,23,101788,Martyr Agrippina of Rome,AGRIPPINA,Martyr Agrippina of Rome,"",253-260,Rome,"",0,0,1,1,june/0623agrippinarome.jpg,0,,1000
2069,6,23,101789,"Righteous Artemii of Verkol&rsquo;sk",ARTEMIUS,Righteous Artemius of Verkola,"",1545,Verkola,"",0,0,1,1,june/0623artemiusofverkol.jpg,0,,1000
2070,6,23,101790,"Translation of the Relics of St. Herman, Archbishop of Kazan&rsquo;",HERMAN,"Second Translation of the relics of Saint Herman, Archbishop of Kazan","",1714,Kazan,1567,0,0,1,1,june/0623herman.of.kazan.jpg,0,,1000
2071,6,23,101791,"Martyrs Eustochius, Gaius, Probus, Lollius, and Urban, of Ancyra",EUSTOCHIUS,"Martyrs Eustochius, Gaius, Probus, Lollius, and Urban, of Ancyra","",4th century,Ancyra,"",0,0,1,1,"",0,,1000
2076,6,23,101796,Synaxis of the Saints of Vladimir,SYNAXIS,Synaxis of the Saints of Vladimir,"","","Vladimir, Russia","",0,0,1,1,june/0623vladimirstssynaxis2.jpg,0,,1000
2077,6,23,101797,The Meeting of the VLADIMIR Icon of the Mother of God,ICON,Meeting of the Vladimir Icon of the Mother of God in memory of the Saving of Moscow from the Invasion of Khan Achmed,"",1480,"Vladimir, Russia","in commemoration of the saving of Moscow from the invasion of Khan Akhmat&mdash;1480",0,0,1,1,june/0623icon-vladimir-moscow05.jpg,0,,1000
2078,6,23,101798,"&ldquo;Tenderness&rdquo; Icon of the Mother of God of the Pskov Caves",ICON,"&ldquo;Tenderness&rdquo; Icon of the Mother of God of the Pskov Caves","",1524,Pskov Caves,"",0,0,0,1,july/0728tendernessicon.jpg,0,,1000
2082,6,24,101800,"Nativity of the Holy Glorious Prophet, Forerunner and Baptist, John",JOHN,"Nativity of the Holy Glorious Prophet, Forerunner and Baptist, John","","","","",2,0,1,1,june/0624nativityofjohn.jpg,0,,1000
2083,6,24,107803,"Ven. Anthony, Abbot of Dymsk",ANTHONY,"Venerable Anthony, Abbot of Dymsk, Novgorod",m,1224,"Novgorod, Dymsk","Novgorod&mdash;1224",0,0,1,1,june/0624anthony-dimsk0012.jpg,0,,1000
2084,6,24,101801,Righteous Youths John and Jacob (James) of Meniugi,JOHN,Righteous Youths John and Jacob (James) of Meniugi,"",1566-69,"Meniugi, Novgorod","Novgorod&mdash;1566-69",0,0,1,1,"",0,,1000
2086,6,24,101803,"Seven Martyred Brothers: Orentius, Pharnacius, Eros, Firmus, Firminus, Cyriacus, and Longinus, in Georgia",ORENTIUS,"Seven Martyred Brothers: Orentius, Pharnacius, Eros, Firmus, Firminus, Cyriacus, and Longinus, in Georgia","",4th century,Georgia,"",0,0,1,1,"",0,,1000
2093,6,24,149033,St. Athanasius Parios,ATHANASIUS,Saint Athanasius Parios,"","","Paros, Chios, Greece","",0,0,0,1,"",0,,1000
2094,6,24,101587,Venerable Barlaam,BARLAAM,Venerable Barlaam of Khutin,m,1192,Khutin,"",0,0,0,1,november/1106barlaam.khutyn.jpg,0,,1000
2095,6,25,101812,Virgin Martyr Febronia of Nisibis,FEBRONIA,Virgin Martyr Febronia of Nisibis,f,ca. 304,Nisibis,"",0,0,1,1,june/0625febronia-dionysius-livni.jpg,0,,1000
2096,6,25,101811,"Ss. Peter and Fevronia (tonsured David and Euphrosyne), Wonderworkers of M&uacute;rom",PETER,"Saints Peter and Fevronia (tonsured David and Euphrosyne), Wonderworkers of Murom",,1228,Murom,,0,0,1,1,june/06.25_peter.n.febronia.jpg,0,,1000
4471,10,29,100499,Saint Melitina,MELITINA,Saint Melitina,f,,,,0,0,0,1,,0,,999
4398,7,11,100180,"Finding of the Relics of Saint Hilarion, Archbishop of Verey",HILARION,"Finding of the Relics of Saint Hilarion, Archbishop of Verey",m,1998,"Verey, Moscow, Russia","",0,0,1,1,december/1215hilarion.jpg,0,,999
2098,6,25,101813,"St. Dionysios, the builder of Prodromou Monastery on Mt. Athos",DIONYSIUS,"Saint Dionysios, the builder of Prodromou Monastery, Mount Athos",m,1375,"","",0,0,1,1,june/0625febronia-dionysius-livni.jpg,0,,1000
2099,6,25,101814,Ven. Dometius of Dionysiou,DOMETIUS,Venerable Dometius of Dionysiou,m,1405,Dionysiou,"",0,0,1,1,"",0,,1000
2100,6,25,101815,Monastic Martyr Procopius of Ivḗron,PROCOPIUS,Monastic Martyr Procopius of the Ivḗron Monastery on Mount Athos,"","",Ivḗron,"",0,0,1,1,"",0,,1000
2101,6,25,108014,New Martyr Procopius,PROCOPIUS,New Martyr Procopius of Varna,"",1810,"Bulgaria, Varna","",0,0,0,1,"",0,,1000
2102,6,25,149002,Venerable Nikon,NIKON,Venerable Nikon of Optina,m,1931,Optina,"",0,0,0,1,june/0625nikonoptina.jpg,0,,1000
2103,6,25,149050,New Martyr George,GEORGE,New Martyr George of Attalia,"","",Attalia,"",0,0,0,1,"",0,,1000
2104,6,26,101817,St. David of Thessalonica,DAVID,Saint David of Thessaloniki,"",ca. 540,"Thessalonica, Greece","",0,0,1,1,june/0626daviddavid.jpg,0,,1000
2105,6,26,101820,"St. Dionysius, Archbishop of Suzdal&rsquo;",DIONYSIUS,"Saint Dionysius, Archbishop of Suzdal",m,1385,Suzdal,"",0,0,1,1,june/0625dinonisius-suzdahl.jpg,0,,1000
2106,6,26,101818,Translation of the Relics of St. Tikhon of Lukhov,TIKHON,"Translation of the relics of Saint Tikhon of Luchov, Kostroma","",1569,"Kostroma, Luchov","Kostrom&aacute;&mdash; 1569",0,0,1,1,june/0626tikhonlukh.jpg,0,,1000
2107,6,26,101819,"St. John, Bishop of the Goths in the Crimea",JOHN,"Saint John, Bishop of the Goths in the Crimea","",8th century,Crimea,"",0,0,1,1,june/0626john-goth.jpg,0,,1000
2108,6,26,101821,Appearance of the TIKHVIN Icon of the Mother of God,ICON,Appearance of the Tikhvin Icon of the Mother of God,"",1383,Tikhvin,1388,0,0,1,1,june/0626tikvinicon01.jpg,0,,1000
2109,6,26,101824,"The &ldquo;SEDMIYEZERSKAYA&rdquo; Icon of the Mother of God",ICON,"&ldquo;Seven Lakes&rdquo; Icon of the Mother of God","",17th century,"Seven Lakes, Russia","",0,0,1,1,june/0626icon-sevenlakes-mpoy0020.jpg,0,,1000
2110,6,26,101823,"&ldquo;Neamts&rdquo; Icon of the Mother of God ",ICON,"&ldquo;Neamts&rdquo; Icon of the Mother of God ","",1399,"Neamts, Moldavia","",0,0,0,1,june/0626neamtsicon.jpg,0,,1000
2111,6,26,101825,Icon of the Mother of God of Lydda,ICON,"Icon of the Mother of God of Lydda or &ldquo;the Roman&rdquo;","",1st century,"","",0,0,0,1,june/0626-lydda-notmadehands.jpg,0,,1000
2112,6,26,503,Synaxis of the Saints of Georgia,SYNAXIS,Feast of All Saints of Georgia,"","",Georgia,"",0,0,0,1,pascha/2ndsun-pentecost-koveli tsmidani_.jpg,0,,1000
2113,6,27,101828,St. Sampson the Hospitable of Constantinople,SAMPSON,Saint Sampson the Hospitable of Constantinople,"",ca. 530,Constantinople,"",0,0,1,1,june/0627sampsonhospitable2.jpg,0,,1000
2114,6,27,101827,St. Joanna the Myrrhbearer,JOANNA,Saint Joanna the Myrrhbearer,"",1st century,"","",0,0,1,1,june/0627joanna.jpg,0,,1000
2115,6,27,107806,"Ven. Serapion of Kozheyez&eacute;rsk",SERAPION,Venerable Serapion of Kozhe Lake,m,1611,Kozhe Lake,"",0,0,1,1,"",0,,1000
2116,6,27,101829,"St. Severus, Presbyter, of Interocrea, Italy",SEVERUS,"Saint Severus the Presbyter of Interocrea, Italy","",6th century,"Italy, Interocrea","",0,0,1,1,"",0,,1000
2117,6,27,101830,Ven. George of Mt. Athos,GEORGE,Venerable George of Mount Athos,m,1065,"Georgia, Mt. Athos","Georgian&mdash;1066",0,0,1,1,june/0627giorgi mtatsmindeli.jpg,0,,1000
2118,6,27,101831,Finding of the relics of Venerable Ambrose of Optina,AMBROSE,Finding of the relics of Venerable Ambrose of Optina,m,1998,Optina,"",0,0,0,1,october/1010bambroseoptina.jpg,0,,1000
2119,6,27,101832,Venerable Martin,MARTIN,Venerable Martin of Turov,m,1146,Turov,"",0,0,0,1,"",0,,1000
2120,6,27,205447,Hieromartyr Kirion,KIRION,"Hieromartyr Kirion II, Catholicos-Patriarch of All Georgia","",1918,Georgia,"",0,0,0,1,june/0627kirion-ii-catholicos.jpg,0,,1000
2121,6,28,101834,Translation of the Relics of the holy and wonderworking Unmercenaries Cyrus and John,JOHN,Translation of the Relics of the holy and wonderworking Unmercenaries Cyrus and John,"",412,"","",0,0,1,1,june/0628john.jpg,0,,1000
2123,6,28,107807,"Ven. Xenophon, Abbot of Robeika",XENOPHON,"Venerable Xenophon, Abbot of Robeika, Novgorod",m,1262,"Novgorod, Robeika","Novgorod&mdash;1262",0,0,1,1,june/0628xenophonrobeius.jpg,0,,1000
2124,6,28,101836,"Ven. Sergius and Herman, Wonderworkers of Valaam",SERGIUS,"Venerable Sergius and Herman, Wonderworkers of Valaam",m,ca. 1353,Valaam,"",0,0,1,1,june/0628sergiusvalaam.jpg,0,,1000
2126,6,28,101838,"St. Paul, Physician of Corinth",PAUL,"Saint Paul, Physician of Corinth","","",Corinth,"",0,0,1,1,june/0628paul-corinthian.jpg,0,,1000
2127,6,28,101839,"Icon of the Mother of God &ldquo;Of the Three Hands&rdquo;",ICON,"Icon of the Mother of God &ldquo;Of the Three Hands&rdquo;","",8th century,Mt. Athos,"",0,0,1,1,june/0628threehandedicon01.jpg,0,,1000
2128,6,29,101840,"The Holy Glorious and All-Praised Leaders of the Apostles, Peter and Paul",LEADERS,"The Holy Glorious and All-Praised Leaders of the Apostles, Peter and Paul",m,1st century,"Jerusalem, Rome, Antioch","",2,0,1,1,june/0629peter-paul.jpg,0,,1000
2129,6,29,101841,St Peter,PETER,"The Holy Glorious and All-Praised Leader of the Apostles, Peter",m,ca. 67,"Jerusalem, Rome, Antioch","",0,0,0,1,june/0629peter05.jpg,0,,1000
2130,6,29,101842,St Paul,PAUL,"The Holy Glorious and All-Praised Leader of the Apostles, Paul",m,ca. 67,"Jerusalem, Rome, Antioch","",0,0,0,1,june/0629paul05.jpg,0,,1000
2131,6,29,103752,Icon of the Mother of God of Kasperov,ICON,Icon of the Mother of God of Kasperov,"",1853-55,Kasperov,"",0,0,0,1,june/0629kasperovskicon.jpg,0,,1000
2132,6,30,101711,"Synaxis of the Holy, Glorious and All-praised Twelve Apostles: Peter, Andrew, James and John, the sons of Zebedee, Philip, Bartholomew, Thomas, Matthew, James, the son of Alph&aelig;us, Jude, the brother of James, Simon the Zealot, and Matthias",APOSTLES,"Synaxis of the Holy, Glorious and All-Praised Twelve Apostles","",1st century,"","",1,0,1,1,june/0630.12apostles2.jpg,0,,1000
2144,6,30,101856,"St. Peter, Prince of Ordinsk",PETER,"Saint Peter, Prince of Ordinsk, Rostov","",1290,"Ordinsk, Rostov","Rostov&mdash;1290",0,0,1,1,june/0630peter-ordinski.jpg,0,,1000
2145,6,30,101857,"Translation of the Relics of St. Sophr&oacute;ny, Bishop of Irkutsk",SOPHRONIUS,"Translation of the relics of Saint Sophronius, Bishop of Irkutsk","",1918,Irkutsk,"",0,0,1,1,june/0630sophronius.jpg,0,,1000
2146,6,30,101858,Icon of the Mother of God of Balikin,ICON,Icon of the Mother of God of Balikin,"",1711,"Balikin, Chernigov","",0,0,0,1,june/0630balakinicon.jpg,0,,1000
2147,6,30,149009,St Gelasius,GELASIUS,Saint Gelasius of Rimet,m,14th century,Romania,"",0,0,0,1,june/0630-ghelasius-rimetch0020.jpg,0,,1000
2148,6,30,205474,Queen Dinar,DINAR,Holy Queen Dinar,"",10th century,Georgia,"",0,0,0,1,june/0630dinar-queen0001.jpg,0,,1000
2149,7,1,101859,"Holy and Wonderworking Unmercenaries Cosmas and Damian, Martyrs at Rome",COSMAS AND DAMIAN,Holy Wonderworking Unmercenary Physicians Cosmas and Damian at Rome,"",284,Rome,"",0,0,1,1,july/0701cosmasdamian.jpg,0,,1000
4339,7,24,206388,St. Athenagoras of Athens,ATHENAGORAS,Saint Athenagoras of Athens,m,914,Athens,"",0,0,1,1,"",0,,999
4340,7,29,206397,Nativity of St. Nicholas the Wonderworker,NICHOLAS,Nativity of Saint Nicholas the Wonderworker,m,ca. 345,"","",0,0,1,1,december/1206nicholas-mh.jpg,0,,999
